OBJECTID,GID,RR_ABRVN,RR_COMPANY,RR_STATUS,RR_TYP,RR_NBR,GRID_OP,CREATE_DT,CREATE_NM,EDIT_DT,EDIT_NM,SHAPE_Length,WKT
1217,1143,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0008517979183030438,"MULTILINESTRING ((-95.41840837399997 29.783966021000026, -95.41757270799997 29.783801030000063))"
1218,1144,UP,Union Pacific Railroad Company,Pulled,Spur Line,66,,,,,,0.0008659594842339042,"MULTILINESTRING ((-95.40128232599994 29.78324793400003, -95.40214819699997 29.783235555000033))"
1219,1145,UP,Union Pacific Railroad Company,Pulled,Spur Line,66,,,,,,0.001145232628720133,"MULTILINESTRING ((-95.40214819699997 29.783235555000033, -95.40329329799994 29.78321819200005))"
1221,1147,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0007467816811653103,"MULTILINESTRING ((-95.42283260499994 29.784041907000073, -95.42356724799998 29.783907808000038))"
1222,1148,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.005998248396243416,"MULTILINESTRING ((-95.41757270799997 29.783801030000063, -95.41780302599994 29.783826094000062, -95.41799178699995 29.783836380000025, -95.42305794599997 29.783936131000075, -95.42329736099998 29.783931558000063, -95.42356724799998 29.783907808000038))"
1223,1149,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0008516593953909672,"MULTILINESTRING ((-95.41757270799997 29.783801030000063, -95.41673718299995 29.783636040000033))"
1224,1150,UP,Union Pacific Railroad Company,Pulled,Spur Line,66,,,,,,0.0028240714973721257,"MULTILINESTRING ((-95.40610655999996 29.783319254000048, -95.40581870799997 29.783287293000058, -95.40555573099994 29.783229180000035, -95.40526627899999 29.783190989000047, -95.40329329799994 29.78321819200005))"
1225,1151,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.007571660860605874,"MULTILINESTRING ((-95.41673718299995 29.783636040000033, -95.416967463 29.783661134000056, -95.41716233099999 29.783671543000025, -95.42430581899998 29.783812158000046))"
1226,1152,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0007454439054713437,"MULTILINESTRING ((-95.42356724799998 29.783907808000038, -95.42396054099999 29.783840573000077, -95.42430581899998 29.783812158000046))"
1227,1153,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0008586684828180365,"MULTILINESTRING ((-95.41673718299995 29.783636040000033, -95.41589477599996 29.783469721000074))"
1229,1155,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0013380634819218633,"MULTILINESTRING ((-95.42903912799994 29.783920082000066, -95.42886188899996 29.78395516300003, -95.42869865699998 29.78401145400005, -95.42854182899998 29.78409158100004, -95.42840571699998 29.78418821300005, -95.42828389999994 29.784305904000064, -95.42818758199996 29.784433888000024, -95.42811436399995 29.784573006000073, -95.42806592799997 29.784720152000034))"
1230,1156,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.001871146582418851,"MULTILINESTRING ((-95.43090962699995 29.783948441000064, -95.429300045 29.783910098000035, -95.42903912799994 29.783920082000066))"
1231,1157,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0017551284314005794,"MULTILINESTRING ((-95.43090962699995 29.783948441000064, -95.43066925199997 29.783985268000038, -95.43056120399996 29.78401705500005, -95.43045401299997 29.784060100000033, -95.43035279699995 29.784112968000045, -95.43025872099997 29.784175050000044, -95.43017285099995 29.784245630000044, -95.43009620899994 29.78432387500004, -95.43002969599996 29.78440889500007, -95.42997407799999 29.78449964600003, -95.42992998699998 29.784595103000072, -95.42989798199994 29.784694167000055, -95.42987840299998 29.784795648000056, -95.4298715 29.78489839300005, -95.42987734399998 29.785001187000034, -95.42989585399994 29.785102812000048))"
1234,1160,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0031186131095576764,"MULTILINESTRING ((-94.89654043399997 29.697696785000062, -94.89641938899996 29.696966356000075, -94.89649698999995 29.69458940000004))"
1235,1161,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0010275976244417226,"MULTILINESTRING ((-94.89649698999995 29.69458940000004, -94.89653050299995 29.693562349000047))"
1236,1162,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.005855705551384153,"MULTILINESTRING ((-94.89649698999995 29.69458940000004, -94.89636441 29.693823490000057, -94.89650936599998 29.68921479900007, -94.89668337099994 29.688780958000052))"
1237,1163,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0003877201727101699,"MULTILINESTRING ((-94.89668337099994 29.688780958000052, -94.896827724 29.68842111200007))"
1244,1170,UP,Union Pacific Railroad Company,Pulled,Spur Line,66,,,,,,0.007272109440813435,"MULTILINESTRING ((-96.58959893799994 33.77037109300005, -96.59496043999997 33.76965118900006, -96.59533490499996 33.76961011000003, -96.59571151699998 33.76958642400007, -96.59608909699995 33.76958021200005, -96.59646182899996 33.76959123200004, -96.59678166499998 33.76961434000003, -96.59681866099999 33.76961849300005))"
1245,1171,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.00041643368901673626,"MULTILINESTRING ((-95.641737187 31.760107203000075, -95.64132096699996 31.76012054200004))"
1317,1244,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.004390762592456912,"MULTILINESTRING ((-95.26420815199998 29.770406645000037, -95.26152959199999 29.76997164200003, -95.261372914 29.769939469000064, -95.26121598199995 29.76989583200003, -95.26104982699997 29.76983617700006, -95.26089336899997 29.769766015000073, -95.26074418099995 29.76968468900003, -95.26060039099997 29.76959068900004, -95.26046900199998 29.769488628000033, -95.26034538599998 29.769374881000033, -95.26023332999995 29.769252332000065, -95.26013366399997 29.76912190300004))"
1318,1245,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.003432475149848886,"MULTILINESTRING ((-95.28953988199999 29.773131285000034, -95.29145579999994 29.77028327800008))"
1319,1246,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0028245500264201173,"MULTILINESTRING ((-95.35131552599995 29.77300529200005, -95.35182249199994 29.772934805000034, -95.35204383799999 29.772878062000075, -95.35349718699996 29.77226197500005, -95.35375953499994 29.772166045000063, -95.35397684599997 29.77210279800005))"
1320,1247,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.000603108509008104,"MULTILINESTRING ((-95.36060600399998 29.77243016700004, -95.36058900899997 29.77236625100005, -95.36055494399994 29.772301716000072, -95.36051030599998 29.772248948000026, -95.36044967899994 29.772201515000063, -95.36038469799996 29.772168501000067, -95.36030747199999 29.772145951000027, -95.36023281499996 29.772138162000033, -95.36014345499996 29.772143248000077))"
1321,1248,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0011775065167763626,"MULTILINESTRING ((-95.25927439699996 29.768340955000042, -95.25940991999994 29.768412639000076, -95.25953543199995 29.768490789000055, -95.25965394499997 29.76857681300004, -95.25976488099997 29.768670256000064, -95.25986759299997 29.768770594000046, -95.25996150999998 29.768877280000027, -95.26013366399997 29.76912190300004))"
1322,1249,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0007943854436656462,"MULTILINESTRING ((-95.29145579999994 29.77028327800008, -95.29158316599995 29.76990503600007, -95.291691228 29.769524819000026))"
1323,1250,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0006543590243465237,"MULTILINESTRING ((-95.25927439699996 29.768340955000042, -95.25885867899996 29.76828298600003, -95.25862755299994 29.768242653000073))"
1324,1251,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0010039415017721444,"MULTILINESTRING ((-95.29145579999994 29.77028327800008, -95.29201616999995 29.769450281000047))"
1325,1361,UP,Union Pacific Railroad Company,Pulled,Spur Line,66,,,,,,0.0029018941197650845,"MULTILINESTRING ((-95.35192652399996 29.763382309000065, -95.35179539599994 29.76316076300003, -95.35169843099999 29.76294841200007, -95.35162480599996 29.762723367000035, -95.35157789399994 29.762492932000043, -95.35155833699997 29.762264996000056, -95.35152378499998 29.760555054000065))"
1326,1362,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0012717716992368332,"MULTILINESTRING ((-95.30684824399998 29.75967938100007, -95.30667078999994 29.75954792300007, -95.30650162799998 29.759400492000054, -95.30634692699994 29.759241431000078, -95.30612619699997 29.758980936000057, -95.30592814599999 29.758807562000072))"
1327,1363,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.010646673786302014,"MULTILINESTRING ((-95.31611989799995 29.761834970000052, -95.30718851599994 29.759366913000065, -95.30697271699995 29.759295137000038, -95.30676322799997 29.759210236000058, -95.30592814599999 29.758807562000072))"
1328,1364,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.00026500070857096036,"MULTILINESTRING ((-95.30592814599999 29.758807562000072, -95.30568970199994 29.75869193400007))"
1329,1365,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0009973323903042456,"MULTILINESTRING ((-95.30568970199994 29.75869193400007, -95.30479231699996 29.758256765000056))"
1330,1366,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0004448656102050708,"MULTILINESTRING ((-95.33337843099997 29.716095431000042, -95.33351847699998 29.71651767800006))"
1331,1367,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.018551429129974074,"MULTILINESTRING ((-95.30888529099997 29.78979653400006, -95.30794793599995 29.79007166400004, -95.30756734999994 29.790207122000027, -95.29177867599998 29.796955885000045))"
1332,1368,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.001186187694239119,"MULTILINESTRING ((-95.31002686599999 29.789461456000026, -95.31116515399998 29.789127777000033))"
1333,1369,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.004339844599583648,"MULTILINESTRING ((-95.30568970199994 29.75869193400007, -95.305462203 29.758613280000077, -95.305261181 29.758559374000072, -95.30504958299997 29.758519455000055, -95.30482862099996 29.758495207000067, -95.30460918599994 29.758488191000026, -95.30295595499996 29.758507192000025, -95.30281374599997 29.75850053000005, -95.30267285699995 29.758482309000044, -95.30247549799998 29.758436320000044, -95.30229252299995 29.758370116000037, -95.30148629299998 29.757972731000052))"
1335,1371,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.004070703620511523,"MULTILINESTRING ((-95.34034904599997 29.759409902000073, -95.34011774299995 29.759330093000074, -95.33990408399995 29.75928019400004, -95.33967971199996 29.75925251900003, -95.33944777199997 29.75924916500003, -95.33921714499996 29.759271152000053, -95.33899149999996 29.75931811600003, -95.33877435699998 29.759389363000025, -95.33856913199998 29.759483722000027, -95.33843039399994 29.75956527900007, -95.33830063699997 29.759657435000065, -95.33818095799995 29.759759435000035, -95.33807233899995 29.75987043500004, -95.337096708 29.761137768000026))"
1336,1372,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.011707380481788335,"MULTILINESTRING ((-95.30479231699996 29.758256765000056, -95.30505900999998 29.75834952300005, -95.30531072599996 29.758412441000075, -95.30558101999998 29.758453295000038, -95.30584853999994 29.758467992000078, -95.31647208699997 29.758344117000036))"
1337,1373,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0006848335417388622,"MULTILINESTRING ((-95.34942315799998 29.75978030300007, -95.34950524099997 29.75943961200005, -95.34955774999997 29.75928649100007, -95.34962375699996 29.75912709800008))"
1341,1377,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.009176119787439596,"MULTILINESTRING ((-96.88443767899997 32.78340589000004, -96.87785536799998 32.78335176500008, -96.87761168399999 32.783356307000076, -96.87696255799995 32.78339233200006, -96.87652175499994 32.78340404100004, -96.87606130199998 32.78340424700008, -96.87526315199995 32.78338760300005))"
1350,1386,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0005650027814922027,"MULTILINESTRING ((-96.89988979499998 32.772614651000026, -96.90004000099998 32.77271096900006, -96.90018909899999 32.77284015500004, -96.90031190299999 32.77298420100004))"
1351,1387,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0004912327086577344,"MULTILINESTRING ((-96.90031190299999 32.77298420100004, -96.90040693299994 32.77313927200004, -96.90048142199998 32.77331844300005, -96.900505464 32.77341008800005, -96.90051118899999 32.77342985100006))"
1354,1448,UP,Union Pacific Railroad Company,Inactive/Abandoned,Spur Line,66,,,,,,0.00432244663821334,"MULTILINESTRING ((-96.77343789799994 32.751736867000034, -96.77624270899997 32.75417936300005, -96.77635727899997 32.75426574200003, -96.77648065699998 32.75434296800006, -96.77660621599995 32.75440780300005, -96.77676507999996 32.75447593500007))"
1356,1450,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0052342516236194405,"MULTILINESTRING ((-96.74923362599998 32.71137310000006, -96.74918868899994 32.71121752200003, -96.74912862799994 32.711088105000044, -96.74666767899998 32.70681668000003))"
1359,1453,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0015822431570770552,"MULTILINESTRING ((-96.75234433199995 32.70704519700007, -96.75254577799996 32.70697644000006, -96.75273272499999 32.706882875000076, -96.75290092999995 32.706766619000064, -96.75304658599998 32.70663035600006, -96.75316461099999 32.70647980100006, -96.75325629599996 32.706313281000064, -96.75331584999998 32.70614300500006, -96.75334961799996 32.705951338000034))"
1360,1454,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0006981183693154614,"MULTILINESTRING ((-96.75353786899996 32.70662359600004, -96.75334961799996 32.705951338000034))"
1361,1455,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0009808443216434174,"MULTILINESTRING ((-96.75187223299997 32.705810161000045, -96.75168078899998 32.705997042000035, -96.75152975999998 32.70617970500007, -96.75139868899998 32.70638251100007, -96.75129632799997 32.70659384700008))"
1362,1456,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0019645307176424593,"MULTILINESTRING ((-96.75253031699998 32.704187094000076, -96.75258194199995 32.70430854800003, -96.75261683099995 32.70441752500005, -96.75264074899997 32.70453255800004, -96.75265210999999 32.704648932000055, -96.75265078699994 32.704765715000065, -96.75263678899995 32.70488192300007, -96.75261023199994 32.70499652400002, -96.75257134999998 32.705108592000045, -96.75251858999997 32.70522073700005, -96.75245578099998 32.70532473500003, -96.75238197999994 32.70542345500007, -96.75229772999995 32.70551602000006, -96.75220383699997 32.70560164600005, -96.75210100199996 32.705679651000025, -96.75199017399996 32.70574935700006, -96.75187223299997 32.705810161000045))"
1374,1468,UP,Union Pacific Railroad Company,Pulled,Spur Line,66,,,,,,0.0021526832063211163,"MULTILINESTRING ((-96.78424727399994 32.73722882900006, -96.78457595099997 32.73706742200005, -96.78472602199997 32.73700822700005, -96.78488469099995 32.73696807600004, -96.78507487099995 32.73694651100004, -96.78526291499998 32.736951942000076, -96.78545095899995 32.73698443700005, -96.78562981399995 32.737043191000055, -96.78579443499996 32.73712654800005, -96.78593745299997 32.737229855000066, -96.78606053299995 32.73735432600006, -96.78615542099999 32.737491642000066))"
1375,1469,UP,Union Pacific Railroad Company,Pulled,Spur Line,66,,,,,,0.0006984731495007422,"MULTILINESTRING ((-96.75166095799995 32.597150302000045, -96.75161983999999 32.59694580000007, -96.75165846199997 32.59652833400003, -96.75166925599996 32.59645853400008))"
1380,1474,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0012772202237224877,"MULTILINESTRING ((-96.88309600099996 32.77540354000007, -96.88430861699999 32.775002474000075))"
1381,1475,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.003502741222557169,"MULTILINESTRING ((-96.88773629699995 32.774281221000024, -96.88430861699999 32.775002474000075))"
1382,1476,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.004730385800685386,"MULTILINESTRING ((-96.88430861699999 32.775002474000075, -96.88519379799999 32.77471306500007, -96.88581798599995 32.774543738000034, -96.88890410699997 32.77390097000006))"
1383,1477,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.002387800769575732,"MULTILINESTRING ((-96.90051118899999 32.77342985100006, -96.90049330299996 32.77353890400008, -96.90045240799998 32.773637121000036, -96.90040947699998 32.773700406000046, -96.90026119399994 32.773873484000035, -96.900164309 32.77404045700007, -96.90010591599997 32.774208412000064, -96.900081205 32.77437671200005, -96.90008456799995 32.77451350800004, -96.90010731599995 32.77464344100002, -96.90039998299994 32.77565891000006))"
1384,1478,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0018014862991416378,"MULTILINESTRING ((-96.90051118899999 32.77342985100006, -96.90101383899997 32.77515979200007))"
1385,1479,UP,Union Pacific Railroad Company,Active,Spur Line,66,,,,,,0.0008639916466850594,"MULTILINESTRING ((-96.90093200099994 32.77354733400006, -96.90083607799994 32.77339869200006, -96.90071808399995 32.77325514200004, -96.90058672999999 32.77312730700004, -96.90043758999997 32.773010191000026, -96.90031190299999 32.77298420100004))"
